OCC_YEAR,OCC_MONTH,DIVISION,PREMISES_TYPE,NEIGHBOURHOOD_158,Count
2014.0,April,D11,House,Dufferin Grove (83),1
2014.0,April,D11,House,Lambton Baby Point (114),1
2014.0,April,D11,House,Runnymede-Bloor West Village (89),1
2014.0,April,D11,Outside,High Park-Swansea (87),1
2014.0,April,D11,Outside,Junction-Wallace Emerson (171),1
2014.0,April,D11,Outside,Rockcliffe-Smythe (111),1
2014.0,April,D11,Outside,Roncesvalles (86),2
2014.0,April,D12,Commercial,Junction Area (90),1
2014.0,April,D12,House,Brookhaven-Amesbury (30),1
2014.0,April,D12,House,Weston (113),2
2014.0,April,D12,Outside,Beechborough-Greenbrook (112),1
2014.0,April,D12,Outside,Brookhaven-Amesbury (30),1
2014.0,April,D12,Outside,Junction Area (90),2
2014.0,April,D12,Outside,Keelesdale-Eglinton West (110),1
2014.0,April,D12,Outside,Mount Dennis (115),2
2014.0,April,D12,Outside,Pelmo Park-Humberlea (23),1
2014.0,April,D12,Outside,Rockcliffe-Smythe (111),3
2014.0,April,D12,Outside,Weston (113),2
2014.0,April,D13,House,Corso Italia-Davenport (92),1
2014.0,April,D13,House,Forest Hill North (102),1
2014.0,April,D13,House,Oakwood Village (107),1
2014.0,April,D13,Other,Corso Italia-Davenport (92),1
2014.0,April,D13,Outside,Briar Hill-Belgravia (108),2
2014.0,April,D13,Outside,Caledonia-Fairbank (109),1
2014.0,April,D13,Outside,Junction-Wallace Emerson (171),1
2014.0,April,D13,Outside,Oakwood Village (107),4
2014.0,April,D14,House,Annex (95),1
2014.0,April,D14,Outside,Fort York-Liberty Village (163),1
2014.0,April,D14,Outside,Kensington-Chinatown (78),1
2014.0,April,D14,Outside,Little Portugal (84),1
2014.0,April,D14,Outside,South Parkdale (85),1
2014.0,April,D22,Commercial,Etobicoke City Centre (159),1
2014.0,April,D22,Commercial,Mimico-Queensway (160),2
2014.0,April,D22,Commercial,New Toronto (18),1
2014.0,April,D22,House,Edenbridge-Humber Valley (9),4
2014.0,April,D22,House,Etobicoke West Mall (13),1
2014.0,April,D22,House,Islington (158),1
2014.0,April,D22,House,Kingsway South (15),2
2014.0,April,D22,House,Princess-Rosethorn (10),1
2014.0,April,D22,Other,Princess-Rosethorn (10),1
2014.0,April,D22,Outside,Etobicoke City Centre (159),7
2014.0,April,D22,Outside,Islington (158),1
2014.0,April,D22,Outside,Mimico-Queensway (160),2
2014.0,April,D22,Transit,Mimico-Queensway (160),1
2014.0,April,D23,Apartment,Kingsview Village-The Westway (6),2
2014.0,April,D23,Commercial,West Humber-Clairville (1),6
2014.0,April,D23,House,Kingsview Village-The Westway (6),1
2014.0,April,D23,House,Rexdale-Kipling (4),1
2014.0,April,D23,House,Thistletown-Beaumond Heights (3),2
2014.0,April,D23,House,West Humber-Clairville (1),2
2014.0,April,D23,House,Willowridge-Martingrove-Richview (7),1
2014.0,April,D23,Outside,Elms-Old Rexdale (5),1
2014.0,April,D23,Outside,Kingsview Village-The Westway (6),8
2014.0,April,D23,Outside,Mount Olive-Silverstone-Jamestown (2),4
2014.0,April,D23,Outside,Rexdale-Kipling (4),2
2014.0,April,D23,Outside,West Humber-Clairville (1),19
2014.0,April,D23,Outside,Willowridge-Martingrove-Richview (7),1
2014.0,April,D23,Transit,West Humber-Clairville (1),1
2014.0,April,D31,Commercial,Oakdale-Beverley Heights (154),1
2014.0,April,D31,House,Downsview (155),1
2014.0,April,D31,House,Glenfield-Jane Heights (25),1
2014.0,April,D31,House,Humber Summit (21),1
2014.0,April,D31,House,Humbermede (22),1
2014.0,April,D31,House,Oakdale-Beverley Heights (154),2
2014.0,April,D31,Other,Humbermede (22),1
2014.0,April,D31,Outside,Black Creek (24),3
2014.0,April,D31,Outside,Glenfield-Jane Heights (25),1
2014.0,April,D31,Outside,Humber Summit (21),5
2014.0,April,D31,Outside,Humbermede (22),1
2014.0,April,D31,Outside,Oakdale-Beverley Heights (154),3
2014.0,April,D31,Outside,York University Heights (27),3
2014.0,April,D32,Apartment,Englemount-Lawrence (32),1
2014.0,April,D32,Commercial,Newtonbrook West (36),1
2014.0,April,D32,Commercial,Yorkdale-Glen Park (31),1
2014.0,April,D32,House,Bathurst Manor (34),2
2014.0,April,D32,House,Bedford Park-Nortown (39),2
2014.0,April,D32,House,Clanton Park (33),2
2014.0,April,D32,House,Englemount-Lawrence (32),1
2014.0,April,D32,House,Lansing-Westgate (38),1
2014.0,April,D32,House,Lawrence Park North (105),2
2014.0,April,D32,House,Newtonbrook East (50),1
2014.0,April,D32,House,Newtonbrook West (36),1
2014.0,April,D32,Outside,Avondale (153),1
2014.0,April,D32,Outside,Bathurst Manor (34),1
2014.0,April,D32,Outside,Clanton Park (33),3
2014.0,April,D32,Outside,Downsview (155),1
2014.0,April,D32,Outside,Englemount-Lawrence (32),1
2014.0,April,D32,Outside,Lansing-Westgate (38),1
2014.0,April,D32,Outside,Newtonbrook West (36),1
2014.0,April,D32,Outside,St.Andrew-Windfields (40),1
2014.0,April,D32,Outside,Westminster-Branson (35),3
2014.0,April,D32,Outside,York University Heights (27),5
2014.0,April,D32,Outside,Yorkdale-Glen Park (31),3
2014.0,April,D32,Transit,Clanton Park (33),2
2014.0,April,D32,Transit,Newtonbrook West (36),1
2014.0,April,D33,House,Banbury-Don Mills (42),1
2014.0,April,D33,House,Fenside-Parkwoods (150),3
2014.0,April,D33,Outside,Banbury-Don Mills (42),1
2014.0,April,D33,Outside,Bayview Village (52),1
2014.0,April,D33,Outside,Bayview Woods-Steeles (49),1
2014.0,April,D33,Outside,Henry Farm (53),2
2014.0,April,D33,Outside,St.Andrew-Windfields (40),1
2014.0,April,D33,Transit,Bayview Village (52),1
2014.0,April,D41,Commercial,Eglinton East (138),1
2014.0,April,D41,Commercial,Wexford/Maryvale (119),1
2014.0,April,D41,House,Birchcliffe-Cliffside (122),1
2014.0,April,D41,House,Cliffcrest (123),1
2014.0,April,D41,House,Dorset Park (126),1
2014.0,April,D41,Outside,Birchcliffe-Cliffside (122),1
2014.0,April,D41,Outside,Dorset Park (126),2
2014.0,April,D41,Outside,Ionview (125),2
2014.0,April,D41,Outside,Kennedy Park (124),2
2014.0,April,D41,Outside,Oakridge (121),3
2014.0,April,D41,Outside,Wexford/Maryvale (119),2
2014.0,April,D42,Commercial,Agincourt South-Malvern West (128),1
2014.0,April,D42,House,East L'Amoreaux (148),1
2014.0,April,D42,House,L'Amoreaux West (147),1
2014.0,April,D42,House,Malvern East (146),1
2014.0,April,D42,House,Milliken (130),2
2014.0,April,D42,House,Morningside Heights (144),3
2014.0,April,D42,House,Steeles (116),2
2014.0,April,D42,House,Tam O'Shanter-Sullivan (118),1
2014.0,April,D42,Outside,Agincourt North (129),1
2014.0,April,D42,Outside,Agincourt South-Malvern West (128),2
2014.0,April,D42,Outside,Malvern East (146),1
2014.0,April,D42,Outside,Malvern West (145),1
2014.0,April,D42,Outside,Milliken (130),2
2014.0,April,D42,Outside,Morningside Heights (144),3
2014.0,April,D42,Outside,Tam O'Shanter-Sullivan (118),2
2014.0,April,D43,House,Centennial Scarborough (133),1
2014.0,April,D43,House,Golfdale-Cedarbrae-Woburn (141),2
2014.0,April,D43,House,Highland Creek (134),2
2014.0,April,D43,House,Morningside (135),1
2014.0,April,D43,Other,Bendale South (157),1
2014.0,April,D43,Outside,Bendale-Glen Andrew (156),4
2014.0,April,D43,Outside,Cliffcrest (123),3
2014.0,April,D43,Outside,Eglinton East (138),1
2014.0,April,D43,Outside,Guildwood (140),1
2014.0,April,D43,Outside,Scarborough Village (139),2
2014.0,April,D43,Outside,West Hill (136),1
2014.0,April,D43,Outside,Woburn North (142),1
2014.0,April,D51,Outside,Cabbagetown-South St.James Town (71),1
2014.0,April,D51,Outside,Church-Wellesley (167),1
2014.0,April,D51,Outside,Downtown Yonge East (168),1
2014.0,April,D51,Outside,Moss Park (73),3
2014.0,April,D51,Outside,North St.James Town (74),1
2014.0,April,D51,Outside,St Lawrence-East Bayfront-The Islands ,6
2014.0,April,D52,Outside,Harbourfront-CityPlace (165),1
2014.0,April,D52,Outside,Kensington-Chinatown (78),2
2014.0,April,D52,Outside,Yonge-Bay Corridor (170),2
2014.0,April,D53,Apartment,North Toronto (173),1
2014.0,April,D53,Commercial,Leaside-Bennington (56),1
2014.0,April,D53,House,Bedford Park-Nortown (39),1
2014.0,April,D53,House,Bridle Path-Sunnybrook-York Mills (41),1
2014.0,April,D53,House,Casa Loma (96),1
2014.0,April,D53,House,Lawrence Park South (103),2
2014.0,April,D53,Other,Leaside-Bennington (56),1
2014.0,April,D53,Outside,Annex (95),1
2014.0,April,D53,Outside,Lawrence Park South (103),1
2014.0,April,D53,Outside,South Eglinton-Davisville (174),1
2014.0,April,D53,Outside,Thorncliffe Park (55),1
2014.0,April,D53,Outside,Yonge-Eglinton (100),1
2014.0,April,D54,Apartment,O'Connor-Parkview (54),1
2014.0,April,D54,Commercial,Victoria Village (43),1
2014.0,April,D54,House,Danforth East York (59),1
2014.0,April,D54,Outside,Danforth East York (59),1
2014.0,April,D54,Outside,Playter Estates-Danforth (67),1
2014.0,April,D54,Outside,Taylor-Massey (61),1
2014.0,April,D54,Outside,Victoria Village (43),1
2014.0,April,D55,Other,East End-Danforth (62),1
2014.0,April,D55,Other,South Riverdale (70),1
2014.0,April,D55,Outside,Blake-Jones (69),2
2014.0,April,D55,Outside,Greenwood-Coxwell (65),2
2014.0,April,D55,Outside,North Riverdale (68),1
2014.0,April,D55,Outside,South Riverdale (70),1
2014.0,April,D55,Outside,The Beaches (63),3
2014.0,August,D11,Commercial,Junction-Wallace Emerson (171),2
2014.0,August,D11,House,High Park-Swansea (87),3
2014.0,August,D11,House,Runnymede-Bloor West Village (89),1
2014.0,August,D11,Outside,Dufferin Grove (83),1
2014.0,August,D11,Outside,High Park North (88),1
2014.0,August,D11,Outside,Runnymede-Bloor West Village (89),1
2014.0,August,D11,Outside,Weston-Pelham Park (91),1
2014.0,August,D12,Commercial,Brookhaven-Amesbury (30),1
2014.0,August,D12,Commercial,Weston (113),2
2014.0,August,D12,House,Maple Leaf (29),1
2014.0,August,D12,House,Rockcliffe-Smythe (111),1
2014.0,August,D12,Outside,Brookhaven-Amesbury (30),2
2014.0,August,D12,Outside,Keelesdale-Eglinton West (110),2
2014.0,August,D12,Outside,Mount Dennis (115),1
2014.0,August,D12,Outside,Pelmo Park-Humberlea (23),1
2014.0,August,D12,Outside,Rockcliffe-Smythe (111),1
2014.0,August,D12,Outside,Rustic (28),1
2014.0,August,D12,Outside,Weston (113),1
2014.0,August,D12,Outside,Weston-Pelham Park (91),1
2014.0,August,D13,House,Briar Hill-Belgravia (108),1
2014.0,August,D13,House,Forest Hill North (102),1
2014.0,August,D13,House,Humewood-Cedarvale (106),2
2014.0,August,D13,Outside,Briar Hill-Belgravia (108),1
2014.0,August,D13,Outside,Junction-Wallace Emerson (171),1
2014.0,August,D13,Outside,Oakwood Village (107),4
2014.0,August,D14,Outside,Dufferin Grove (83),1
2014.0,August,D14,Outside,Fort York-Liberty Village (163),1
2014.0,August,D14,Outside,Palmerston-Little Italy (80),1
2014.0,August,D14,Outside,Wellington Place (164),2
2014.0,August,D14,Outside,West Queen West (162),1
2014.0,August,D22,Apartment,Markland Wood (12),1
2014.0,August,D22,Commercial,Mimico-Queensway (160),1
2014.0,August,D22,House,Alderwood (20),1
2014.0,August,D22,House,Edenbridge-Humber Valley (9),1
2014.0,August,D22,House,Eringate-Centennial-West Deane (11),1
2014.0,August,D22,House,Etobicoke West Mall (13),1
2014.0,August,D22,House,Kingsway South (15),1
2014.0,August,D22,House,Mimico-Queensway (160),1
2014.0,August,D22,House,New Toronto (18),1
2014.0,August,D22,House,Princess-Rosethorn (10),1
2014.0,August,D22,House,Stonegate-Queensway (16),1
2014.0,August,D22,Other,Islington (158),1
2014.0,August,D22,Other,Mimico-Queensway (160),1
2014.0,August,D22,Outside,Eringate-Centennial-West Deane (11),1
2014.0,August,D22,Outside,Etobicoke City Centre (159),3
2014.0,August,D22,Outside,Etobicoke West Mall (13),2
2014.0,August,D22,Outside,Islington (158),4
2014.0,August,D22,Outside,Long Branch (19),1
2014.0,August,D22,Outside,Mimico-Queensway (160),3
2014.0,August,D22,Outside,Stonegate-Queensway (16),2
2014.0,August,D23,Commercial,Elms-Old Rexdale (5),1
2014.0,August,D23,Commercial,West Humber-Clairville (1),8
2014.0,August,D23,House,Humber Heights-Westmount (8),2
2014.0,August,D23,House,Kingsview Village-The Westway (6),5
2014.0,August,D23,House,Mount Olive-Silverstone-Jamestown (2),2
2014.0,August,D23,House,West Humber-Clairville (1),3
2014.0,August,D23,House,Willowridge-Martingrove-Richview (7),10
2014.0,August,D23,Outside,Kingsview Village-The Westway (6),1
2014.0,August,D23,Outside,Mount Olive-Silverstone-Jamestown (2),4
2014.0,August,D23,Outside,Rexdale-Kipling (4),1
2014.0,August,D23,Outside,West Humber-Clairville (1),27
2014.0,August,D31,Apartment,Pelmo Park-Humberlea (23),1
2014.0,August,D31,Commercial,Humber Summit (21),1
2014.0,August,D31,Commercial,Humbermede (22),1
2014.0,August,D31,Commercial,York University Heights (27),1
2014.0,August,D31,House,Black Creek (24),1
2014.0,August,D31,House,Humber Summit (21),1
2014.0,August,D31,House,Humbermede (22),2
2014.0,August,D31,House,Pelmo Park-Humberlea (23),1
2014.0,August,D31,Outside,Black Creek (24),2
2014.0,August,D31,Outside,Downsview (155),1
2014.0,August,D31,Outside,Glenfield-Jane Heights (25),1
2014.0,August,D31,Outside,Humber Summit (21),3
2014.0,August,D31,Outside,Humbermede (22),2
2014.0,August,D31,Outside,Oakdale-Beverley Heights (154),1
2014.0,August,D31,Outside,York University Heights (27),4
2014.0,August,D32,Commercial,Lansing-Westgate (38),1
2014.0,August,D32,Commercial,Newtonbrook West (36),1
2014.0,August,D32,Commercial,Yonge-Doris (151),1
2014.0,August,D32,House,Bathurst Manor (34),2
2014.0,August,D32,House,Bedford Park-Nortown (39),1
2014.0,August,D32,House,Clanton Park (33),1
2014.0,August,D32,House,East Willowdale (152),2
2014.0,August,D32,House,Englemount-Lawrence (32),2
2014.0,August,D32,House,Lawrence Park North (105),1
2014.0,August,D32,House,Newtonbrook East (50),1
2014.0,August,D32,House,Newtonbrook West (36),1
2014.0,August,D32,House,Willowdale West (37),1
2014.0,August,D32,Other,Newtonbrook West (36),1
2014.0,August,D32,Outside,Bathurst Manor (34),2
2014.0,August,D32,Outside,Bedford Park-Nortown (39),1
2014.0,August,D32,Outside,Clanton Park (33),5
2014.0,August,D32,Outside,Downsview (155),3
2014.0,August,D32,Outside,Lawrence Park North (105),1
2014.0,August,D32,Outside,Newtonbrook West (36),6
2014.0,August,D32,Outside,Westminster-Branson (35),3
2014.0,August,D32,Outside,Willowdale West (37),2
2014.0,August,D32,Outside,York University Heights (27),2
2014.0,August,D32,Outside,Yorkdale-Glen Park (31),6
2014.0,August,D32,Transit,Newtonbrook West (36),1
2014.0,August,D33,Apartment,Victoria Village (43),1
2014.0,August,D33,House,Bayview Village (52),1
2014.0,August,D33,House,Don Valley Village (47),1
2014.0,August,D33,Other,Henry Farm (53),1
2014.0,August,D33,Outside,Banbury-Don Mills (42),1
2014.0,August,D33,Outside,Bayview Village (52),4
2014.0,August,D33,Outside,Don Valley Village (47),6
2014.0,August,D33,Outside,Hillcrest Village (48),1
2014.0,August,D33,Outside,Victoria Village (43),2
2014.0,August,D41,Commercial,Bendale South (157),1
2014.0,August,D41,Commercial,Clairlea-Birchmount (120),3
2014.0,August,D41,Commercial,Dorset Park (126),2
2014.0,August,D41,Commercial,Oakridge (121),3
2014.0,August,D41,Commercial,Wexford/Maryvale (119),1
2014.0,August,D41,House,Birchcliffe-Cliffside (122),1
2014.0,August,D41,House,Clairlea-Birchmount (120),3
2014.0,August,D41,House,Dorset Park (126),1
2014.0,August,D41,House,Wexford/Maryvale (119),2
2014.0,August,D41,Outside,Birchcliffe-Cliffside (122),1
2014.0,August,D41,Outside,Clairlea-Birchmount (120),9
2014.0,August,D41,Outside,Cliffcrest (123),1
2014.0,August,D41,Outside,Dorset Park (126),3
2014.0,August,D41,Outside,Kennedy Park (124),1
2014.0,August,D41,Outside,Oakridge (121),1
2014.0,August,D41,Outside,Wexford/Maryvale (119),5
2014.0,August,D41,Transit,Clairlea-Birchmount (120),1
2014.0,August,D42,Commercial,Agincourt South-Malvern West (128),1
2014.0,August,D42,Commercial,Morningside Heights (144),1
2014.0,August,D42,House,Agincourt South-Malvern West (128),1
2014.0,August,D42,House,Malvern East (146),1
2014.0,August,D42,House,Milliken (130),1
2014.0,August,D42,House,Morningside Heights (144),1
2014.0,August,D42,House,Tam O'Shanter-Sullivan (118),2
2014.0,August,D42,Outside,Agincourt South-Malvern West (128),2
2014.0,August,D42,Outside,L'Amoreaux West (147),1
2014.0,August,D42,Outside,Milliken (130),2
2014.0,August,D42,Outside,Morningside Heights (144),1
2014.0,August,D43,House,Highland Creek (134),2
2014.0,August,D43,House,West Hill (136),1
2014.0,August,D43,House,West Rouge (143),1
2014.0,August,D43,House,Woburn North (142),1
2014.0,August,D43,Outside,Bendale-Glen Andrew (156),1
2014.0,August,D43,Outside,Golfdale-Cedarbrae-Woburn (141),1
2014.0,August,D43,Outside,Guildwood (140),1
2014.0,August,D43,Outside,West Hill (136),3
2014.0,August,D43,Outside,West Rouge (143),3
2014.0,August,D43,Outside,Woburn North (142),2
2014.0,August,D51,Apartment,North St.James Town (74),1
2014.0,August,D51,Outside,Church-Wellesley (167),1
2014.0,August,D51,Outside,Downtown Yonge East (168),7
2014.0,August,D51,Outside,Moss Park (73),2
2014.0,August,D51,Outside,North St.James Town (74),2
2014.0,August,D51,Outside,Regent Park (72),1
2014.0,August,D52,Commercial,St Lawrence-East Bayfront-The Islands ,1
2014.0,August,D52,Outside,Downtown Yonge East (168),1
2014.0,August,D52,Outside,Harbourfront-CityPlace (165),2
2014.0,August,D52,Outside,St Lawrence-East Bayfront-The Islands ,1
2014.0,August,D53,House,Bedford Park-Nortown (39),1
2014.0,August,D53,House,Casa Loma (96),1
2014.0,August,D53,House,Forest Hill North (102),1
2014.0,August,D53,House,Leaside-Bennington (56),1
2014.0,August,D53,Outside,Lawrence Park South (103),1
2014.0,August,D53,Outside,Mount Pleasant East (99),2
2014.0,August,D53,Outside,North Toronto (173),1
2014.0,August,D53,Outside,Thorncliffe Park (55),2
2014.0,August,D54,House,O'Connor-Parkview (54),2
2014.0,August,D54,Outside,Danforth (66),3
2014.0,August,D54,Outside,East End-Danforth (62),1
2014.0,August,D54,Outside,Greenwood-Coxwell (65),1
2014.0,August,D54,Outside,O'Connor-Parkview (54),2
2014.0,August,D54,Outside,Playter Estates-Danforth (67),1
2014.0,August,D55,Apartment,Greenwood-Coxwell (65),1
2014.0,August,D55,Outside,Blake-Jones (69),2
2014.0,August,D55,Outside,Greenwood-Coxwell (65),2
2014.0,August,D55,Outside,North Riverdale (68),1
2014.0,August,D55,Outside,South Riverdale (70),2
2014.0,December,D11,Apartment,Weston-Pelham Park (91),1
2014.0,December,D11,House,Runnymede-Bloor West Village (89),2
2014.0,December,D11,Other,Weston-Pelham Park (91),1
2014.0,December,D11,Outside,Dufferin Grove (83),1
2014.0,December,D11,Outside,Junction Area (90),1
2014.0,December,D11,Outside,Runnymede-Bloor West Village (89),2
2014.0,December,D11,Outside,Weston-Pelham Park (91),1
2014.0,December,D12,Commercial,Rockcliffe-Smythe (111),1
2014.0,December,D12,House,Brookhaven-Amesbury (30),1
2014.0,December,D12,House,Maple Leaf (29),1
2014.0,December,D12,House,Pelmo Park-Humberlea (23),1
2014.0,December,D12,House,Rockcliffe-Smythe (111),2
2014.0,December,D12,House,Weston (113),3
2014.0,December,D12,Outside,Brookhaven-Amesbury (30),4
2014.0,December,D12,Outside,Mount Dennis (115),1
2014.0,December,D12,Outside,Rockcliffe-Smythe (111),2
2014.0,December,D12,Outside,Weston (113),4
2014.0,December,D12,Outside,Weston-Pelham Park (91),1
2014.0,December,D13,Apartment,Briar Hill-Belgravia (108),1
2014.0,December,D13,Commercial,Yorkdale-Glen Park (31),1
2014.0,December,D13,Outside,Briar Hill-Belgravia (108),3
2014.0,December,D13,Outside,Corso Italia-Davenport (92),2
2014.0,December,D13,Outside,Yorkdale-Glen Park (31),1
2014.0,December,D14,House,Palmerston-Little Italy (80),1
2014.0,December,D14,Outside,Dufferin Grove (83),1
2014.0,December,D14,Outside,Harbourfront-CityPlace (165),1
2014.0,December,D14,Outside,Kensington-Chinatown (78),1
2014.0,December,D14,Outside,Little Portugal (84),1
2014.0,December,D14,Outside,Palmerston-Little Italy (80),2
2014.0,December,D14,Outside,Trinity-Bellwoods (81),3
2014.0,December,D14,Outside,University (79),1
2014.0,December,D14,Outside,West Queen West (162),4
2014.0,December,D22,Commercial,Etobicoke City Centre (159),1
2014.0,December,D22,Commercial,Mimico-Queensway (160),2
2014.0,December,D22,House,Edenbridge-Humber Valley (9),1
2014.0,December,D22,House,Eringate-Centennial-West Deane (11),2
2014.0,December,D22,House,Kingsway South (15),1
2014.0,December,D22,House,Princess-Rosethorn (10),1
2014.0,December,D22,Other,Alderwood (20),1
2014.0,December,D22,Outside,Edenbridge-Humber Valley (9),1
2014.0,December,D22,Outside,Etobicoke City Centre (159),3
2014.0,December,D22,Outside,New Toronto (18),1
2014.0,December,D22,Outside,Princess-Rosethorn (10),1
2014.0,December,D22,Outside,Stonegate-Queensway (16),2
2014.0,December,D23,Apartment,Willowridge-Martingrove-Richview (7),1
2014.0,December,D23,Commercial,Mount Olive-Silverstone-Jamestown (2),1
2014.0,December,D23,Commercial,West Humber-Clairville (1),8
2014.0,December,D23,House,Humber Heights-Westmount (8),1
2014.0,December,D23,House,Mount Olive-Silverstone-Jamestown (2),1
2014.0,December,D23,House,Rexdale-Kipling (4),1
2014.0,December,D23,House,West Humber-Clairville (1),3
2014.0,December,D23,House,Willowridge-Martingrove-Richview (7),1
2014.0,December,D23,Other,Mount Olive-Silverstone-Jamestown (2),2
2014.0,December,D23,Other,West Humber-Clairville (1),3
2014.0,December,D23,Outside,Edenbridge-Humber Valley (9),1
2014.0,December,D23,Outside,Humber Heights-Westmount (8),1
2014.0,December,D23,Outside,Kingsview Village-The Westway (6),1
2014.0,December,D23,Outside,Mount Olive-Silverstone-Jamestown (2),4
2014.0,December,D23,Outside,West Humber-Clairville (1),16
2014.0,December,D23,Transit,West Humber-Clairville (1),1
2014.0,December,D31,Apartment,Downsview (155),1
2014.0,December,D31,Apartment,Oakdale-Beverley Heights (154),1
2014.0,December,D31,Commercial,Glenfield-Jane Heights (25),2
2014.0,December,D31,Commercial,Humber Summit (21),3
2014.0,December,D31,Commercial,York University Heights (27),1
2014.0,December,D31,House,Black Creek (24),1
2014.0,December,D31,House,Humbermede (22),1
2014.0,December,D31,Outside,Black Creek (24),4
2014.0,December,D31,Outside,Glenfield-Jane Heights (25),2
2014.0,December,D31,Outside,Humber Summit (21),3
2014.0,December,D31,Outside,Humbermede (22),1
2014.0,December,D31,Outside,Oakdale-Beverley Heights (154),5
2014.0,December,D31,Outside,York University Heights (27),4
2014.0,December,D32,Commercial,Yorkdale-Glen Park (31),1
2014.0,December,D32,House,Bathurst Manor (34),1
2014.0,December,D32,House,Bedford Park-Nortown (39),2
2014.0,December,D32,House,Clanton Park (33),2
2014.0,December,D32,House,Downsview (155),1
2014.0,December,D32,House,East Willowdale (152),1
2014.0,December,D32,House,Englemount-Lawrence (32),2
2014.0,December,D32,House,Lansing-Westgate (38),2
2014.0,December,D32,House,Newtonbrook East (50),1
2014.0,December,D32,House,Newtonbrook West (36),2
2014.0,December,D32,Other,Englemount-Lawrence (32),1
2014.0,December,D32,Other,Westminster-Branson (35),1
2014.0,December,D32,Outside,Avondale (153),1
2014.0,December,D32,Outside,Bathurst Manor (34),2
2014.0,December,D32,Outside,Clanton Park (33),1
2014.0,December,D32,Outside,Englemount-Lawrence (32),1
2014.0,December,D32,Outside,Newtonbrook West (36),3
2014.0,December,D32,Outside,St.Andrew-Windfields (40),1
2014.0,December,D32,Outside,Westminster-Branson (35),2
2014.0,December,D32,Outside,York University Heights (27),3
2014.0,December,D32,Outside,Yorkdale-Glen Park (31),1
2014.0,December,D33,Educational,Bayview Woods-Steeles (49),1
2014.0,December,D33,House,Banbury-Don Mills (42),1
2014.0,December,D33,House,Don Valley Village (47),1
2014.0,December,D33,House,Parkwoods-O'Connor Hills (149),1
2014.0,December,D33,House,St.Andrew-Windfields (40),1
2014.0,December,D33,House,Victoria Village (43),1
2014.0,December,D33,Outside,Bayview Village (52),1
2014.0,December,D33,Outside,Don Valley Village (47),1
2014.0,December,D33,Outside,Henry Farm (53),1
2014.0,December,D33,Outside,Parkwoods-O'Connor Hills (149),2
2014.0,December,D33,Outside,Pleasant View (46),1
2014.0,December,D33,Outside,Victoria Village (43),1
2014.0,December,D41,Commercial,Clairlea-Birchmount (120),1
2014.0,December,D41,Commercial,Wexford/Maryvale (119),3
2014.0,December,D41,House,Eglinton East (138),1
2014.0,December,D41,House,Oakridge (121),1
2014.0,December,D41,House,Wexford/Maryvale (119),1
2014.0,December,D41,Outside,Birchcliffe-Cliffside (122),2
2014.0,December,D41,Outside,Clairlea-Birchmount (120),2
2014.0,December,D41,Outside,Dorset Park (126),2
2014.0,December,D41,Outside,Kennedy Park (124),2
2014.0,December,D41,Outside,Wexford/Maryvale (119),4
2014.0,December,D42,Commercial,Agincourt North (129),1
2014.0,December,D42,Commercial,Morningside Heights (144),1
2014.0,December,D42,House,Malvern East (146),1
2014.0,December,D42,House,Milliken (130),1
2014.0,December,D42,Outside,Agincourt North (129),2
2014.0,December,D42,Outside,Agincourt South-Malvern West (128),1
2014.0,December,D42,Outside,Malvern East (146),1
2014.0,December,D43,Apartment,Cliffcrest (123),1
2014.0,December,D43,Commercial,Eglinton East (138),2
2014.0,December,D43,House,Highland Creek (134),2
2014.0,December,D43,Outside,Bendale-Glen Andrew (156),1
2014.0,December,D43,Outside,Scarborough Village (139),1
2014.0,December,D43,Outside,West Hill (136),2
2014.0,December,D43,Outside,Woburn North (142),3
2014.0,December,D51,Outside,Church-Wellesley (167),1
2014.0,December,D51,Outside,Moss Park (73),1
2014.0,December,D51,Outside,North St.James Town (74),2
2014.0,December,D52,Outside,St Lawrence-East Bayfront-The Islands ,1
2014.0,December,D52,Outside,Wellington Place (164),2
2014.0,December,D52,Outside,Yonge-Bay Corridor (170),1
2014.0,December,D53,House,Bedford Park-Nortown (39),1
2014.0,December,D53,House,Leaside-Bennington (56),2
2014.0,December,D53,Other,Casa Loma (96),1
2014.0,December,D53,Outside,Leaside-Bennington (56),2
2014.0,December,D53,Outside,Rosedale-Moore Park (98),2
2014.0,December,D53,Outside,Thorncliffe Park (55),1
2014.0,December,D54,House,Danforth (66),1
2014.0,December,D54,House,Taylor-Massey (61),1
2014.0,December,D54,Outside,Danforth (66),2
2014.0,December,D54,Outside,Danforth East York (59),1
2014.0,December,D54,Outside,O'Connor-Parkview (54),1
2014.0,December,D54,Outside,Victoria Village (43),1
2014.0,December,D55,Apartment,East End-Danforth (62),1
2014.0,December,D55,House,East End-Danforth (62),1
2014.0,December,D55,House,Greenwood-Coxwell (65),1
2014.0,December,D55,Outside,Greenwood-Coxwell (65),2
2014.0,December,D55,Outside,South Riverdale (70),1
2014.0,February,D11,Commercial,Junction Area (90),1
2014.0,February,D11,House,High Park-Swansea (87),1
2014.0,February,D11,House,Junction-Wallace Emerson (171),1
2014.0,February,D11,Other,High Park-Swansea (87),1
2014.0,February,D11,Outside,High Park-Swansea (87),1
2014.0,February,D11,Outside,Junction Area (90),1
2014.0,February,D11,Outside,Junction-Wallace Emerson (171),2
2014.0,February,D11,Outside,Roncesvalles (86),4
