OCC_YEAR,OCC_MONTH,DIVISION,PREMISES_TYPE,NEIGHBOURHOOD_158,Count
2014.0,October,D23,Outside,Willowridge-Martingrove-Richview (7),3
2014.0,October,D31,Apartment,Humbermede (22),1
2014.0,October,D31,Apartment,York University Heights (27),3
2014.0,October,D31,Commercial,Humber Summit (21),1
2014.0,October,D31,House,Downsview (155),2
2014.0,October,D31,House,Humber Summit (21),1
2014.0,October,D31,House,Humbermede (22),2
2014.0,October,D31,House,York University Heights (27),2
2014.0,October,D31,Outside,Black Creek (24),7
2014.0,October,D31,Outside,Glenfield-Jane Heights (25),5
2014.0,October,D31,Outside,Humbermede (22),5
2014.0,October,D31,Outside,Oakdale-Beverley Heights (154),6
2014.0,October,D31,Outside,Pelmo Park-Humberlea (23),1
2014.0,October,D31,Outside,York University Heights (27),10
2014.0,October,D32,Commercial,Bathurst Manor (34),1
2014.0,October,D32,Commercial,Bedford Park-Nortown (39),1
2014.0,October,D32,Commercial,York University Heights (27),1
2014.0,October,D32,House,Bathurst Manor (34),5
2014.0,October,D32,House,Clanton Park (33),2
2014.0,October,D32,House,East Willowdale (152),3
2014.0,October,D32,House,Newtonbrook East (50),1
2014.0,October,D32,Other,Newtonbrook East (50),1
2014.0,October,D32,Outside,Bathurst Manor (34),1
2014.0,October,D32,Outside,Bedford Park-Nortown (39),2
2014.0,October,D32,Outside,Clanton Park (33),2
2014.0,October,D32,Outside,Downsview (155),1
2014.0,October,D32,Outside,Lansing-Westgate (38),1
2014.0,October,D32,Outside,Lawrence Park North (105),1
2014.0,October,D32,Outside,Newtonbrook East (50),1
2014.0,October,D32,Outside,Newtonbrook West (36),1
2014.0,October,D32,Outside,York University Heights (27),1
2014.0,October,D32,Outside,Yorkdale-Glen Park (31),9
2014.0,October,D33,Commercial,Don Valley Village (47),1
2014.0,October,D33,House,Bayview Village (52),1
2014.0,October,D33,House,Bayview Woods-Steeles (49),3
2014.0,October,D33,House,Don Valley Village (47),1
2014.0,October,D33,House,Hillcrest Village (48),1
2014.0,October,D33,House,Pleasant View (46),1
2014.0,October,D33,Outside,Banbury-Don Mills (42),1
2014.0,October,D33,Outside,Bayview Village (52),2
2014.0,October,D33,Outside,Henry Farm (53),3
2014.0,October,D33,Outside,Pleasant View (46),1
2014.0,October,D33,Outside,Victoria Village (43),1
2014.0,October,D41,Commercial,Dorset Park (126),2
2014.0,October,D41,Commercial,Kennedy Park (124),1
2014.0,October,D41,Commercial,Wexford/Maryvale (119),1
2014.0,October,D41,House,Birchcliffe-Cliffside (122),3
2014.0,October,D41,House,Clairlea-Birchmount (120),1
2014.0,October,D41,House,Wexford/Maryvale (119),1
2014.0,October,D41,Other,Wexford/Maryvale (119),1
2014.0,October,D41,Outside,Bendale South (157),1
2014.0,October,D41,Outside,Bendale-Glen Andrew (156),1
2014.0,October,D41,Outside,Clairlea-Birchmount (120),3
2014.0,October,D41,Outside,Cliffcrest (123),1
2014.0,October,D41,Outside,Dorset Park (126),2
2014.0,October,D41,Outside,Oakridge (121),4
2014.0,October,D41,Outside,Wexford/Maryvale (119),1
2014.0,October,D42,Apartment,Agincourt North (129),1
2014.0,October,D42,House,Agincourt North (129),2
2014.0,October,D42,House,Agincourt South-Malvern West (128),1
2014.0,October,D42,House,L'Amoreaux West (147),1
2014.0,October,D42,House,Milliken (130),1
2014.0,October,D42,House,Steeles (116),1
2014.0,October,D42,House,Tam O'Shanter-Sullivan (118),1
2014.0,October,D42,House,West Rouge (143),1
2014.0,October,D42,Other,Agincourt North (129),1
2014.0,October,D42,Outside,Agincourt South-Malvern West (128),5
2014.0,October,D42,Outside,Morningside Heights (144),1
2014.0,October,D42,Outside,Steeles (116),1
2014.0,October,D43,Commercial,Centennial Scarborough (133),1
2014.0,October,D43,House,Highland Creek (134),4
2014.0,October,D43,House,Morningside (135),3
2014.0,October,D43,House,West Rouge (143),1
2014.0,October,D43,Other,Highland Creek (134),1
2014.0,October,D43,Outside,Bendale-Glen Andrew (156),3
2014.0,October,D43,Outside,Cliffcrest (123),1
2014.0,October,D43,Outside,Golfdale-Cedarbrae-Woburn (141),3
2014.0,October,D43,Outside,Morningside (135),1
2014.0,October,D43,Outside,Scarborough Village (139),1
2014.0,October,D43,Outside,West Hill (136),2
2014.0,October,D43,Outside,Woburn North (142),4
2014.0,October,D51,Apartment,North St.James Town (74),1
2014.0,October,D51,Commercial,Regent Park (72),1
2014.0,October,D51,Outside,Downtown Yonge East (168),2
2014.0,October,D51,Outside,Moss Park (73),2
2014.0,October,D51,Outside,North St.James Town (74),1
2014.0,October,D52,Apartment,St Lawrence-East Bayfront-The Islands ,2
2014.0,October,D52,Outside,Church-Wellesley (167),1
2014.0,October,D52,Outside,Kensington-Chinatown (78),2
2014.0,October,D52,Outside,St Lawrence-East Bayfront-The Islands ,1
2014.0,October,D52,Outside,Wellington Place (164),1
2014.0,October,D52,Outside,Yonge-Bay Corridor (170),2
2014.0,October,D53,House,Lawrence Park South (103),1
2014.0,October,D53,House,Rosedale-Moore Park (98),1
2014.0,October,D53,Outside,Bedford Park-Nortown (39),1
2014.0,October,D53,Outside,Lawrence Park South (103),1
2014.0,October,D53,Outside,Mount Pleasant East (99),1
2014.0,October,D53,Outside,North Toronto (173),1
2014.0,October,D53,Outside,Rosedale-Moore Park (98),1
2014.0,October,D54,Commercial,O'Connor-Parkview (54),1
2014.0,October,D54,House,East End-Danforth (62),1
2014.0,October,D54,Outside,Danforth (66),1
2014.0,October,D54,Outside,North Riverdale (68),1
2014.0,October,D54,Outside,O'Connor-Parkview (54),1
2014.0,October,D54,Outside,Taylor-Massey (61),1
2014.0,October,D55,House,Woodbine Corridor (64),1
2014.0,October,D55,Other,Greenwood-Coxwell (65),1
2014.0,October,D55,Other,Woodbine Corridor (64),1
2014.0,October,D55,Outside,East End-Danforth (62),2
2014.0,October,D55,Outside,North Riverdale (68),1
2014.0,October,D55,Outside,South Riverdale (70),2
2014.0,October,D55,Outside,The Beaches (63),3
2014.0,September,D11,Commercial,Lambton Baby Point (114),1
2014.0,September,D11,Other,High Park-Swansea (87),1
2014.0,September,D11,Outside,Dufferin Grove (83),1
2014.0,September,D11,Outside,High Park North (88),1
2014.0,September,D11,Outside,High Park-Swansea (87),1
2014.0,September,D11,Outside,Lambton Baby Point (114),1
2014.0,September,D11,Outside,Roncesvalles (86),4
2014.0,September,D11,Outside,Runnymede-Bloor West Village (89),3
2014.0,September,D11,Outside,Weston-Pelham Park (91),1
2014.0,September,D12,House,Beechborough-Greenbrook (112),1
2014.0,September,D12,House,Brookhaven-Amesbury (30),1
2014.0,September,D12,House,Maple Leaf (29),1
2014.0,September,D12,House,Pelmo Park-Humberlea (23),1
2014.0,September,D12,House,Rockcliffe-Smythe (111),1
2014.0,September,D12,House,Rustic (28),1
2014.0,September,D12,Outside,Beechborough-Greenbrook (112),1
2014.0,September,D12,Outside,Brookhaven-Amesbury (30),1
2014.0,September,D12,Outside,Mount Dennis (115),4
2014.0,September,D12,Outside,Pelmo Park-Humberlea (23),3
2014.0,September,D12,Outside,Weston (113),3
2014.0,September,D13,Apartment,Corso Italia-Davenport (92),1
2014.0,September,D13,House,Caledonia-Fairbank (109),2
2014.0,September,D13,House,Englemount-Lawrence (32),1
2014.0,September,D13,House,Forest Hill North (102),1
2014.0,September,D13,House,Humewood-Cedarvale (106),1
2014.0,September,D13,House,Oakwood Village (107),2
2014.0,September,D13,Outside,Briar Hill-Belgravia (108),1
2014.0,September,D13,Outside,Humewood-Cedarvale (106),1
2014.0,September,D13,Outside,Oakwood Village (107),2
2014.0,September,D13,Outside,Yorkdale-Glen Park (31),2
2014.0,September,D14,Apartment,Wellington Place (164),1
2014.0,September,D14,Outside,Harbourfront-CityPlace (165),1
2014.0,September,D14,Outside,Kensington-Chinatown (78),3
2014.0,September,D14,Outside,Palmerston-Little Italy (80),1
2014.0,September,D14,Outside,South Parkdale (85),1
2014.0,September,D14,Outside,University (79),1
2014.0,September,D14,Outside,Wellington Place (164),1
2014.0,September,D22,Commercial,Etobicoke City Centre (159),1
2014.0,September,D22,House,Long Branch (19),1
2014.0,September,D22,House,Princess-Rosethorn (10),3
2014.0,September,D22,Other,Edenbridge-Humber Valley (9),1
2014.0,September,D22,Outside,Alderwood (20),2
2014.0,September,D22,Outside,Edenbridge-Humber Valley (9),1
2014.0,September,D22,Outside,Etobicoke City Centre (159),5
2014.0,September,D22,Outside,Humber Bay Shores (161),1
2014.0,September,D22,Outside,Islington (158),1
2014.0,September,D22,Outside,New Toronto (18),1
2014.0,September,D22,Outside,Stonegate-Queensway (16),1
2014.0,September,D22,Transit,Islington (158),1
2014.0,September,D23,Apartment,Mount Olive-Silverstone-Jamestown (2),2
2014.0,September,D23,Commercial,Kingsview Village-The Westway (6),1
2014.0,September,D23,Commercial,West Humber-Clairville (1),3
2014.0,September,D23,House,Humber Heights-Westmount (8),1
2014.0,September,D23,House,Kingsview Village-The Westway (6),4
2014.0,September,D23,House,Mount Olive-Silverstone-Jamestown (2),1
2014.0,September,D23,House,Thistletown-Beaumond Heights (3),1
2014.0,September,D23,House,Willowridge-Martingrove-Richview (7),1
2014.0,September,D23,Outside,Humber Heights-Westmount (8),2
2014.0,September,D23,Outside,Kingsview Village-The Westway (6),4
2014.0,September,D23,Outside,Mount Olive-Silverstone-Jamestown (2),3
2014.0,September,D23,Outside,Rexdale-Kipling (4),1
2014.0,September,D23,Outside,Thistletown-Beaumond Heights (3),1
2014.0,September,D23,Outside,West Humber-Clairville (1),9
2014.0,September,D23,Outside,Willowridge-Martingrove-Richview (7),1
2014.0,September,D31,Commercial,Humber Summit (21),1
2014.0,September,D31,Commercial,Oakdale-Beverley Heights (154),1
2014.0,September,D31,House,Downsview (155),1
2014.0,September,D31,House,Glenfield-Jane Heights (25),2
2014.0,September,D31,House,Humber Summit (21),1
2014.0,September,D31,House,Oakdale-Beverley Heights (154),3
2014.0,September,D31,House,Pelmo Park-Humberlea (23),2
2014.0,September,D31,Outside,Black Creek (24),1
2014.0,September,D31,Outside,Downsview (155),2
2014.0,September,D31,Outside,Glenfield-Jane Heights (25),2
2014.0,September,D31,Outside,Humber Summit (21),3
2014.0,September,D31,Outside,Humbermede (22),2
2014.0,September,D31,Outside,Oakdale-Beverley Heights (154),7
2014.0,September,D31,Outside,York University Heights (27),4
2014.0,September,D32,Commercial,Clanton Park (33),1
2014.0,September,D32,Commercial,York University Heights (27),1
2014.0,September,D32,House,Bathurst Manor (34),3
2014.0,September,D32,House,Bedford Park-Nortown (39),1
2014.0,September,D32,House,Clanton Park (33),2
2014.0,September,D32,House,Englemount-Lawrence (32),4
2014.0,September,D32,House,Lawrence Park North (105),1
2014.0,September,D32,House,Newtonbrook East (50),1
2014.0,September,D32,House,Newtonbrook West (36),1
2014.0,September,D32,House,Westminster-Branson (35),4
2014.0,September,D32,House,Yorkdale-Glen Park (31),1
2014.0,September,D32,Outside,Bathurst Manor (34),1
2014.0,September,D32,Outside,Bedford Park-Nortown (39),1
2014.0,September,D32,Outside,Bridle Path-Sunnybrook-York Mills (41),1
2014.0,September,D32,Outside,Clanton Park (33),2
2014.0,September,D32,Outside,East Willowdale (152),1
2014.0,September,D32,Outside,Englemount-Lawrence (32),1
2014.0,September,D32,Outside,Lawrence Park North (105),2
2014.0,September,D32,Outside,Newtonbrook West (36),1
2014.0,September,D32,Outside,Westminster-Branson (35),2
2014.0,September,D32,Outside,Willowdale West (37),1
2014.0,September,D32,Outside,York University Heights (27),1
2014.0,September,D32,Outside,Yorkdale-Glen Park (31),4
2014.0,September,D32,Transit,Newtonbrook West (36),1
2014.0,September,D33,Commercial,Don Valley Village (47),1
2014.0,September,D33,House,Hillcrest Village (48),2
2014.0,September,D33,House,Parkwoods-O'Connor Hills (149),1
2014.0,September,D33,House,Pleasant View (46),1
2014.0,September,D33,Outside,Banbury-Don Mills (42),4
2014.0,September,D33,Outside,Bayview Woods-Steeles (49),1
2014.0,September,D33,Outside,Don Valley Village (47),1
2014.0,September,D33,Outside,Fenside-Parkwoods (150),4
2014.0,September,D33,Outside,Henry Farm (53),1
2014.0,September,D33,Outside,Hillcrest Village (48),1
2014.0,September,D41,Apartment,Bendale-Glen Andrew (156),1
2014.0,September,D41,Commercial,Clairlea-Birchmount (120),2
2014.0,September,D41,Commercial,Dorset Park (126),1
2014.0,September,D41,Commercial,Eglinton East (138),1
2014.0,September,D41,Commercial,Ionview (125),1
2014.0,September,D41,Commercial,Kennedy Park (124),1
2014.0,September,D41,House,Bendale South (157),1
2014.0,September,D41,House,Clairlea-Birchmount (120),1
2014.0,September,D41,Outside,Bendale-Glen Andrew (156),1
2014.0,September,D41,Outside,Birchcliffe-Cliffside (122),1
2014.0,September,D41,Outside,Clairlea-Birchmount (120),1
2014.0,September,D41,Outside,Cliffcrest (123),1
2014.0,September,D41,Outside,Dorset Park (126),4
2014.0,September,D41,Outside,Eglinton East (138),2
2014.0,September,D41,Outside,Ionview (125),1
2014.0,September,D41,Outside,Kennedy Park (124),2
2014.0,September,D41,Outside,Oakridge (121),1
2014.0,September,D41,Outside,Wexford/Maryvale (119),4
2014.0,September,D42,Commercial,Agincourt South-Malvern West (128),1
2014.0,September,D42,House,Agincourt North (129),1
2014.0,September,D42,House,Agincourt South-Malvern West (128),4
2014.0,September,D42,House,L'Amoreaux West (147),1
2014.0,September,D42,House,Malvern East (146),1
2014.0,September,D42,House,Milliken (130),1
2014.0,September,D42,House,Steeles (116),1
2014.0,September,D42,House,Tam O'Shanter-Sullivan (118),2
2014.0,September,D42,House,West Rouge (143),1
2014.0,September,D42,Outside,Agincourt North (129),1
2014.0,September,D42,Outside,Agincourt South-Malvern West (128),1
2014.0,September,D42,Outside,Malvern East (146),1
2014.0,September,D42,Outside,Malvern West (145),1
2014.0,September,D42,Outside,Morningside Heights (144),1
2014.0,September,D42,Outside,Tam O'Shanter-Sullivan (118),1
2014.0,September,D43,Commercial,West Hill (136),1
2014.0,September,D43,House,Bendale South (157),1
2014.0,September,D43,House,Highland Creek (134),2
2014.0,September,D43,House,West Hill (136),2
2014.0,September,D43,Other,Eglinton East (138),1
2014.0,September,D43,Outside,Bendale-Glen Andrew (156),4
2014.0,September,D43,Outside,Eglinton East (138),2
2014.0,September,D43,Outside,Golfdale-Cedarbrae-Woburn (141),3
2014.0,September,D43,Outside,Scarborough Village (139),2
2014.0,September,D43,Outside,West Hill (136),4
2014.0,September,D43,Outside,Woburn North (142),1
2014.0,September,D43,Transit,West Rouge (143),1
2014.0,September,D51,Apartment,Church-Wellesley (167),1
2014.0,September,D51,Commercial,North St.James Town (74),1
2014.0,September,D51,Commercial,St Lawrence-East Bayfront-The Islands ,1
2014.0,September,D51,House,Moss Park (73),1
2014.0,September,D51,Outside,Cabbagetown-South St.James Town (71),1
2014.0,September,D51,Outside,Downtown Yonge East (168),1
2014.0,September,D51,Outside,Moss Park (73),3
2014.0,September,D51,Outside,North St.James Town (74),1
2014.0,September,D51,Outside,Regent Park (72),1
2014.0,September,D51,Outside,St Lawrence-East Bayfront-The Islands ,4
2014.0,September,D52,Outside,Bay-Cloverhill (169),1
2014.0,September,D52,Outside,Harbourfront-CityPlace (165),2
2014.0,September,D52,Outside,Kensington-Chinatown (78),1
2014.0,September,D52,Outside,Wellington Place (164),1
2014.0,September,D52,Outside,Yonge-Bay Corridor (170),2
2014.0,September,D53,House,Bedford Park-Nortown (39),1
2014.0,September,D53,Outside,North Toronto (173),1
2014.0,September,D53,Outside,Rosedale-Moore Park (98),1
2014.0,September,D53,Outside,South Eglinton-Davisville (174),1
2014.0,September,D53,Outside,Thorncliffe Park (55),1
2014.0,September,D54,House,O'Connor-Parkview (54),1
2014.0,September,D54,House,Old East York (58),1
2014.0,September,D54,Outside,East End-Danforth (62),1
2014.0,September,D55,House,North Riverdale (68),1
2014.0,September,D55,Outside,East End-Danforth (62),2
2014.0,September,D55,Outside,North Riverdale (68),1
2014.0,September,D55,Outside,South Riverdale (70),1
2015.0,April,D11,House,High Park North (88),1
2015.0,April,D11,House,High Park-Swansea (87),3
2015.0,April,D11,Other,High Park North (88),1
2015.0,April,D11,Outside,High Park-Swansea (87),2
2015.0,April,D11,Outside,Junction Area (90),1
2015.0,April,D11,Outside,Junction-Wallace Emerson (171),1
2015.0,April,D11,Outside,Roncesvalles (86),1
2015.0,April,D11,Outside,Runnymede-Bloor West Village (89),2
2015.0,April,D12,Commercial,Keelesdale-Eglinton West (110),1
2015.0,April,D12,House,Keelesdale-Eglinton West (110),1
2015.0,April,D12,House,Rockcliffe-Smythe (111),1
2015.0,April,D12,House,Weston (113),2
2015.0,April,D12,House,Weston-Pelham Park (91),1
2015.0,April,D12,Other,Brookhaven-Amesbury (30),1
2015.0,April,D12,Outside,Beechborough-Greenbrook (112),1
2015.0,April,D12,Outside,Brookhaven-Amesbury (30),4
2015.0,April,D12,Outside,Keelesdale-Eglinton West (110),2
2015.0,April,D12,Outside,Mount Dennis (115),1
2015.0,April,D12,Outside,Rockcliffe-Smythe (111),3
2015.0,April,D12,Outside,Weston (113),3
2015.0,April,D13,Commercial,Briar Hill-Belgravia (108),1
2015.0,April,D13,House,Englemount-Lawrence (32),1
2015.0,April,D13,House,Forest Hill North (102),1
2015.0,April,D13,House,Forest Hill South (101),1
2015.0,April,D13,Outside,Yorkdale-Glen Park (31),1
2015.0,April,D14,House,Palmerston-Little Italy (80),2
2015.0,April,D14,Outside,Dovercourt Village (172),1
2015.0,April,D14,Outside,Fort York-Liberty Village (163),1
2015.0,April,D14,Outside,Kensington-Chinatown (78),2
2015.0,April,D14,Outside,Little Portugal (84),1
2015.0,April,D14,Outside,Trinity-Bellwoods (81),2
2015.0,April,D22,Apartment,Stonegate-Queensway (16),1
2015.0,April,D22,Commercial,Etobicoke City Centre (159),3
2015.0,April,D22,House,Alderwood (20),1
2015.0,April,D22,House,Eringate-Centennial-West Deane (11),2
2015.0,April,D22,House,Islington (158),1
2015.0,April,D22,House,Kingsway South (15),1
2015.0,April,D22,House,Markland Wood (12),1
2015.0,April,D22,House,Princess-Rosethorn (10),3
2015.0,April,D22,House,Stonegate-Queensway (16),1
2015.0,April,D22,Outside,Edenbridge-Humber Valley (9),1
2015.0,April,D22,Outside,Etobicoke City Centre (159),5
2015.0,April,D22,Outside,Etobicoke West Mall (13),2
2015.0,April,D22,Outside,Humber Bay Shores (161),1
2015.0,April,D22,Outside,Islington (158),2
2015.0,April,D22,Outside,Long Branch (19),1
2015.0,April,D22,Outside,Mimico-Queensway (160),1
2015.0,April,D22,Outside,New Toronto (18),4
2015.0,April,D22,Outside,Stonegate-Queensway (16),1
2015.0,April,D23,Commercial,West Humber-Clairville (1),3
2015.0,April,D23,House,Elms-Old Rexdale (5),1
2015.0,April,D23,House,Humber Heights-Westmount (8),2
2015.0,April,D23,House,Kingsview Village-The Westway (6),1
2015.0,April,D23,House,West Humber-Clairville (1),1
2015.0,April,D23,House,Willowridge-Martingrove-Richview (7),3
2015.0,April,D23,Outside,Elms-Old Rexdale (5),1
2015.0,April,D23,Outside,Kingsview Village-The Westway (6),2
2015.0,April,D23,Outside,Mount Olive-Silverstone-Jamestown (2),3
2015.0,April,D23,Outside,Rexdale-Kipling (4),2
2015.0,April,D23,Outside,Thistletown-Beaumond Heights (3),2
2015.0,April,D23,Outside,West Humber-Clairville (1),12
2015.0,April,D23,Transit,West Humber-Clairville (1),2
2015.0,April,D31,Apartment,York University Heights (27),1
2015.0,April,D31,House,Glenfield-Jane Heights (25),1
2015.0,April,D31,House,Humber Summit (21),1
2015.0,April,D31,Other,Oakdale-Beverley Heights (154),1
2015.0,April,D31,Outside,Black Creek (24),4
2015.0,April,D31,Outside,Glenfield-Jane Heights (25),3
2015.0,April,D31,Outside,Humber Summit (21),1
2015.0,April,D31,Outside,Humbermede (22),2
2015.0,April,D31,Outside,Oakdale-Beverley Heights (154),4
2015.0,April,D31,Outside,Pelmo Park-Humberlea (23),1
2015.0,April,D31,Outside,York University Heights (27),6
2015.0,April,D32,Commercial,York University Heights (27),1
2015.0,April,D32,House,Bedford Park-Nortown (39),1
2015.0,April,D32,House,Clanton Park (33),1
2015.0,April,D32,House,East Willowdale (152),1
2015.0,April,D32,House,Englemount-Lawrence (32),2
2015.0,April,D32,House,Lawrence Park North (105),1
2015.0,April,D32,House,Newtonbrook West (36),1
2015.0,April,D32,House,Yorkdale-Glen Park (31),3
2015.0,April,D32,Other,Englemount-Lawrence (32),1
2015.0,April,D32,Outside,Bedford Park-Nortown (39),2
2015.0,April,D32,Outside,Clanton Park (33),1
2015.0,April,D32,Outside,Downsview (155),3
2015.0,April,D32,Outside,East Willowdale (152),1
2015.0,April,D32,Outside,Englemount-Lawrence (32),2
2015.0,April,D32,Outside,Lawrence Park North (105),1
2015.0,April,D32,Outside,Newtonbrook West (36),2
2015.0,April,D32,Outside,Westminster-Branson (35),1
2015.0,April,D32,Outside,York University Heights (27),1
2015.0,April,D32,Outside,Yorkdale-Glen Park (31),3
2015.0,April,D33,Apartment,Parkwoods-O'Connor Hills (149),1
2015.0,April,D33,House,Banbury-Don Mills (42),2
2015.0,April,D33,House,Don Valley Village (47),1
2015.0,April,D33,House,Hillcrest Village (48),1
2015.0,April,D33,House,Parkwoods-O'Connor Hills (149),1
2015.0,April,D33,House,St.Andrew-Windfields (40),1
2015.0,April,D33,Outside,Bayview Village (52),1
2015.0,April,D33,Outside,Don Valley Village (47),3
2015.0,April,D33,Outside,Fenside-Parkwoods (150),2
2015.0,April,D33,Outside,Henry Farm (53),5
2015.0,April,D33,Outside,Victoria Village (43),1
2015.0,April,D41,Commercial,Kennedy Park (124),2
2015.0,April,D41,House,Ionview (125),1
2015.0,April,D41,House,Wexford/Maryvale (119),1
2015.0,April,D41,Outside,Bendale-Glen Andrew (156),1
2015.0,April,D41,Outside,Clairlea-Birchmount (120),3
2015.0,April,D41,Outside,Cliffcrest (123),1
2015.0,April,D41,Outside,Dorset Park (126),1
2015.0,April,D41,Outside,Eglinton East (138),2
2015.0,April,D41,Outside,Wexford/Maryvale (119),7
2015.0,April,D42,Commercial,Agincourt South-Malvern West (128),2
2015.0,April,D42,Commercial,Milliken (130),1
2015.0,April,D42,Commercial,West Rouge (143),1
2015.0,April,D42,House,East L'Amoreaux (148),1
2015.0,April,D42,House,Malvern East (146),1
2015.0,April,D42,House,Malvern West (145),2
2015.0,April,D42,House,Milliken (130),1
2015.0,April,D42,House,Morningside Heights (144),1
2015.0,April,D42,House,Steeles (116),1
2015.0,April,D42,Outside,Agincourt North (129),4
2015.0,April,D42,Outside,Agincourt South-Malvern West (128),1
2015.0,April,D42,Outside,Milliken (130),3
2015.0,April,D42,Outside,Tam O'Shanter-Sullivan (118),1
2015.0,April,D43,House,Bendale South (157),1
2015.0,April,D43,House,Centennial Scarborough (133),1
2015.0,April,D43,House,Highland Creek (134),1
2015.0,April,D43,House,Morningside (135),1
2015.0,April,D43,Outside,Bendale-Glen Andrew (156),2
2015.0,April,D43,Outside,Morningside (135),1
2015.0,April,D43,Outside,Scarborough Village (139),1
2015.0,April,D43,Outside,West Hill (136),1
2015.0,April,D43,Outside,West Rouge (143),1
2015.0,April,D51,Apartment,North St.James Town (74),1
2015.0,April,D51,Outside,Cabbagetown-South St.James Town (71),1
2015.0,April,D51,Outside,Moss Park (73),2
2015.0,April,D51,Outside,North St.James Town (74),2
2015.0,April,D51,Outside,South Riverdale (70),1
2015.0,April,D52,House,St Lawrence-East Bayfront-The Islands ,1
2015.0,April,D52,Outside,Bay-Cloverhill (169),2
2015.0,April,D52,Outside,Kensington-Chinatown (78),2
2015.0,April,D53,House,Casa Loma (96),1
2015.0,April,D53,House,Forest Hill North (102),2
2015.0,April,D53,House,Lawrence Park South (103),5
2015.0,April,D53,House,Leaside-Bennington (56),1
2015.0,April,D53,Outside,Forest Hill North (102),1
2015.0,April,D53,Outside,Lawrence Park South (103),1
2015.0,April,D53,Outside,Leaside-Bennington (56),1
2015.0,April,D54,House,Broadview North (57),1
2015.0,April,D54,Outside,East End-Danforth (62),1
2015.0,April,D54,Outside,Old East York (58),1
2015.0,April,D55,House,South Riverdale (70),2
2015.0,April,D55,House,The Beaches (63),2
2015.0,April,D55,Outside,East End-Danforth (62),1
2015.0,April,D55,Outside,Greenwood-Coxwell (65),2
2015.0,April,D55,Outside,The Beaches (63),2
2015.0,August,D11,Outside,Dufferin Grove (83),2
2015.0,August,D11,Outside,High Park North (88),4
2015.0,August,D11,Outside,Junction Area (90),2
2015.0,August,D11,Outside,Junction-Wallace Emerson (171),3
2015.0,August,D11,Outside,Little Portugal (84),1
2015.0,August,D11,Outside,Roncesvalles (86),1
2015.0,August,D11,Outside,Runnymede-Bloor West Village (89),1
2015.0,August,D11,Outside,South Parkdale (85),1
2015.0,August,D12,Apartment,Brookhaven-Amesbury (30),1
2015.0,August,D12,Commercial,Brookhaven-Amesbury (30),2
2015.0,August,D12,Commercial,Mount Dennis (115),1
2015.0,August,D12,House,Maple Leaf (29),1
2015.0,August,D12,House,Pelmo Park-Humberlea (23),6
2015.0,August,D12,House,Rockcliffe-Smythe (111),1
2015.0,August,D12,House,Weston (113),2
2015.0,August,D12,Outside,Beechborough-Greenbrook (112),1
2015.0,August,D12,Outside,Brookhaven-Amesbury (30),2
2015.0,August,D12,Outside,Maple Leaf (29),3
2015.0,August,D12,Outside,Mount Dennis (115),2
2015.0,August,D12,Outside,Pelmo Park-Humberlea (23),1
2015.0,August,D12,Outside,Weston-Pelham Park (91),3
2015.0,August,D13,House,Forest Hill South (101),2
2015.0,August,D13,House,Yorkdale-Glen Park (31),1
2015.0,August,D13,Outside,Forest Hill North (102),1
2015.0,August,D13,Outside,Junction-Wallace Emerson (171),1
2015.0,August,D13,Outside,Oakwood Village (107),2
2015.0,August,D14,Commercial,Wellington Place (164),1
2015.0,August,D14,Outside,Annex (95),2
2015.0,August,D14,Outside,Fort York-Liberty Village (163),2
2015.0,August,D14,Outside,Harbourfront-CityPlace (165),1
2015.0,August,D14,Outside,Kensington-Chinatown (78),1
2015.0,August,D14,Outside,Palmerston-Little Italy (80),1
2015.0,August,D14,Outside,South Parkdale (85),2
2015.0,August,D14,Outside,Wellington Place (164),2
2015.0,August,D22,Commercial,Etobicoke City Centre (159),2
2015.0,August,D22,Commercial,Islington (158),1
2015.0,August,D22,Commercial,Mimico-Queensway (160),1
2015.0,August,D22,Commercial,Stonegate-Queensway (16),1
2015.0,August,D22,House,Eringate-Centennial-West Deane (11),1
2015.0,August,D22,House,Islington (158),4
2015.0,August,D22,House,Kingsway South (15),2
2015.0,August,D22,House,Long Branch (19),1
2015.0,August,D22,House,Markland Wood (12),1
2015.0,August,D22,House,Mimico-Queensway (160),3
2015.0,August,D22,House,Princess-Rosethorn (10),1
2015.0,August,D22,House,Stonegate-Queensway (16),1
2015.0,August,D22,Other,Stonegate-Queensway (16),1
2015.0,August,D22,Outside,Eringate-Centennial-West Deane (11),4
2015.0,August,D22,Outside,Etobicoke City Centre (159),7
2015.0,August,D22,Outside,Etobicoke West Mall (13),1
2015.0,August,D22,Outside,Humber Bay Shores (161),1
2015.0,August,D22,Outside,Islington (158),1
2015.0,August,D22,Outside,Mimico-Queensway (160),3
2015.0,August,D22,Outside,Stonegate-Queensway (16),2
2015.0,August,D23,Commercial,Kingsview Village-The Westway (6),1
2015.0,August,D23,Commercial,West Humber-Clairville (1),8
2015.0,August,D23,House,Kingsview Village-The Westway (6),2
2015.0,August,D23,House,Rexdale-Kipling (4),1
2015.0,August,D23,House,Thistletown-Beaumond Heights (3),2
2015.0,August,D23,House,West Humber-Clairville (1),2
2015.0,August,D23,House,Willowridge-Martingrove-Richview (7),1
2015.0,August,D23,Outside,Humber Heights-Westmount (8),2
